Income,CreditScore,LoanAmount,Approved
34546,582,12047,0
47359,678,18008,0
103275,727,56623,1
31539,728,6941,0
59130,558,29510,0
107219,746,61539,0
70057,694,12907,0
155152,649,54378,0
87910,543,29980,0
41639,670,8874,0
63029,593,12818,0
59322,580,19199,0
64628,835,34756,0
79633,563,44405,0
61794,504,30305,0
61288,756,11567,0
59628,581,16032,1
86351,643,39369,0
37858,608,18805,0
120447,740,28669,1
75225,528,25447,0
48187,572,20438,0
139045,569,33965,0
36475,743,20193,0
33620,645,4264,1
62291,634,9292,1
57997,633,31883,0
39668,656,19759,0
80147,723,27389,1
169335,693,64489,0
68196,744,30989,0
123458,670,69510,0
38579,674,9986,0
123073,721,35023,0
71109,657,34595,0
92437,816,46856,0
115868,612,10401,1
30454,591,13616,0
97509,742,25423,1
61748,665,20562,0
52939,704,8901,0
40356,724,19230,0
53144,640,22409,0
76080,657,19778,0
55325,657,24504,0
73641,711,8142,0
54216,740,8868,0
77157,620,41918,0
73236,654,19191,0
35124,730,7074,1
53971,686,26164,0
81961,711,10055,0
41895,674,17273,0
92063,705,27397,1
93294,643,17890,0
221169,592,96312,0
73890,605,17636,0
81977,651,37591,1
199429,671,18744,1
96412,735,40691,1
83242,582,10929,0
47580,628,27595,0
50870,604,7421,0
65048,714,32015,1
51977,647,12538,0
71839,551,32520,0
159191,707,55282,0
39619,686,11279,0
94807,704,50238,0
44695,609,9486,0
86126,582,40078,0
37441,575,18208,0
44400,640,4779,0
63705,567,5837,1
68024,652,17013,1
89874,725,40044,0
29902,633,9037,0
55451,783,14954,1
43661,683,7242,1
99047,577,49366,0
77616,782,22459,1
64059,795,20069,1
80884,627,43960,0
59431,802,10502,1
40039,692,13633,0
82596,745,25379,1
51612,581,27106,0
50269,694,17656,1
75286,502,28060,0
39192,781,24401,0
72020,720,19545,0
59100,684,29948,0
35878,736,7214,1
43790,585,22758,0
50425,638,10439,1
32045,654,6345,1
116327,570,14863,1
58271,515,26703,0
57192,753,12003,1
77486,538,13281,1
130473,618,42263,0
40721,641,19884,1
55128,505,10311,0
36981,650,20897,0
64234,768,39137,1
55463,779,33504,0
54484,747,30800,0
78865,542,32723,0
30034,568,5102,0
67728,580,17817,0
39722,658,19714,0
126055,555,21961,0
52628,754,21776,0
180566,662,51469,1
31770,637,15823,0
59835,710,22009,0
46753,560,23652,0
50050,672,15945,0
110773,711,48668,0
143767,665,77746,0
98707,594,27522,0
74898,581,8052,0
116928,748,57623,1
54783,839,21301,1
90262,618,31893,0
136159,815,85884,0
61785,629,12220,0
74416,628,16773,1
89434,647,11415,1
28415,687,5419,0
49321,697,29558,0
48752,585,8916,0
80668,542,15109,1
68026,744,9980,1
36382,571,8508,0
48641,591,6635,0
68865,793,6849,0
87515,721,43295,0
47133,735,13355,1
62559,402,14304,0
46648,733,22883,0
38846,610,9498,0
35286,720,11413,0
40927,635,4378,0
64899,711,28903,0
110280,713,55522,0
49847,740,28600,0
83964,595,23394,0
110689,682,24354,0
42745,641,20926,0
55898,605,29776,0
36928,676,12103,0
77974,652,22832,0
84394,648,27446,0
34861,674,3550,1
73318,628,9987,1
48908,806,21598,0
62718,750,13888,1
72176,681,7444,0
154350,601,83122,0
53988,629,28616,0
86872,665,20376,1
93139,654,53218,0
53253,604,14781,0
32159,683,16749,0
53504,693,19053,0
72959,603,11408,0
82640,601,12827,0
64587,593,12706,0
84866,763,43954,1
38177,665,16725,0
43850,618,18316,0
158543,565,13822,0
82705,557,31880,0
78400,596,8560,0
84787,762,8384,1
93758,755,33075,0
49445,628,9672,0
62301,634,25981,0
33655,638,8980,0
145901,501,14685,0
86868,665,8340,0
41809,572,12422,0
86530,709,33182,0
37303,688,4570,1
86976,630,29272,0
138023,631,55433,1
55258,727,28629,0
159262,717,75965,0
141604,619,47707,0
110338,544,13515,1
60404,733,24697,0
45997,708,15743,1
110977,683,29337,0
59087,607,32752,0
64453,542,10914,0
75628,593,39730,0
98338,654,26828,0
50649,759,31717,0
209462,634,108133,0
31687,615,12171,0
74504,570,30114,0
37961,599,16553,0
29401,665,3818,0
52607,652,27582,0
240350,628,119897,0
48368,644,24939,0
79995,603,27207,0
145892,769,73578,0
36150,697,21623,0
70782,565,11511,0
124956,640,69925,0
29450,547,13661,0
94909,640,42077,0
201189,602,79642,0
54002,638,10854,1
49621,703,11271,1
95501,671,9818,0
54281,583,17816,0
47679,735,22568,0
68477,618,39378,0
68546,605,25624,0
43962,580,13484,0
59953,656,14905,0
100983,776,30180,1
31004,677,18378,0
55311,578,23936,0
53214,601,17138,0
127314,615,36732,0
108834,612,57195,0
127160,690,17505,1
52076,662,19279,0
47718,666,22781,0
119428,586,44958,0
106166,720,44931,1
37521,609,13270,0
110638,570,26091,0
69461,838,35958,0
116861,705,26361,1
41355,484,21976,0
140205,687,33566,1
106126,577,56143,0
81064,668,30327,1
39921,592,12995,0
114860,850,15662,1
101184,697,41916,1
72007,702,35756,0
51862,675,4664,1
39321,767,9012,1
75879,667,37180,0
54288,850,22101,0
102960,678,16083,1
70219,552,8649,0
93798,576,15694,0
55839,705,14780,1
33619,658,4111,0
61694,637,11078,0
124426,577,51674,0
83743,652,24188,1
34597,749,20145,0
71899,657,28289,0
49245,543,25849,0
88144,613,48331,0
46427,663,20819,0
34699,649,13024,0
21848,584,12083,0
70673,725,17855,1
101110,587,52373,0
76034,643,25369,1
61836,516,24215,0
63133,585,13600,0
67211,637,9987,0
60355,678,26741,0
77127,575,39547,0
87666,554,15873,0
113659,600,61086,1
96103,691,14244,0
104340,599,48793,0
109176,685,12171,1
47688,581,26200,0
53057,754,6408,0
82456,502,42964,0
40748,675,21855,0
85811,538,22604,0
56265,637,12366,0
44421,774,15475,0
129445,742,44073,1
131988,796,46641,1
198211,468,64678,0
108464,652,32664,0
109573,661,35304,0
46924,603,18667,0
37968,833,16412,1
40401,705,13639,0
61606,706,18944,1
59821,717,32135,0
92783,659,26262,1
58375,668,6907,0
42289,688,19778,1
24352,598,5591,0
129474,639,46850,1
52146,710,14231,0
28322,716,8766,0
69942,779,44177,0
70199,687,35444,0
108901,671,64017,0
73944,577,26746,0
142375,683,72991,0
42064,732,23471,0
38358,573,10245,0
63522,526,6644,0
161129,610,82833,0
97428,535,22895,0
55818,793,9644,0
77185,663,33772,0
96489,561,48626,0
120714,723,15841,1
67408,520,10537,0
26790,573,2864,1
31409,719,15735,0
58084,650,14260,1
74372,616,6924,1
62813,742,32552,0
84949,692,50859,0
52045,735,10811,1
23193,711,10080,1
41838,626,21076,0
43414,721,5195,1
76511,607,27721,1
111949,578,60612,0
62459,788,35601,1
98343,690,17361,1
72333,771,33125,1
123046,513,21597,0
36483,582,6024,0
49689,684,22799,0
157072,779,96086,1
40599,675,8572,1
171185,783,53697,0
41296,618,19418,0
80642,763,50625,0
42749,594,8895,0
105433,622,52672,0
21898,714,10627,0
154036,622,21372,0
62339,577,31573,0
85670,671,49623,1
33792,665,16431,0
39394,511,9045,0
50669,606,26684,0
53335,707,8761,1
71828,640,36657,1
89411,597,50197,0
59277,554,22199,0
75098,746,7035,0
74291,782,33264,1
85473,663,27907,0
28025,720,14084,0
115856,635,36426,1
61415,685,31668,0
81305,643,7171,1
63234,496,19615,0
53841,572,16916,0
58795,635,25216,0
68576,618,12737,0
70663,631,18761,0
43915,597,12718,0
101082,655,43873,0
75743,641,28990,0
139350,629,55385,0
102938,743,14283,1
22598,644,10987,0
51009,746,5668,1
37254,659,15468,0
87895,652,47551,0
144544,677,58714,1
28344,652,8349,0
44762,570,11123,0
41745,722,14449,0
121630,641,21227,0
37274,816,11507,1
79158,644,43811,0
113436,768,66396,0
53977,732,6454,1
34736,563,19309,0
32490,628,15830,0
54086,631,22117,0
98210,588,48782,0
105633,516,20354,0
89539,592,27797,0
47164,653,4406,0
66548,709,35386,0
29735,710,10265,0
39846,621,18658,0
45496,584,14802,0
60881,710,12521,1
55499,633,9937,1
63262,669,19609,0
42486,805,18539,0
144386,799,20442,1
190778,663,85626,0
64001,659,6875,1
56474,677,27248,0
77882,605,36098,0
134839,565,65045,0
69104,679,19132,0
73801,723,22581,1
40900,674,20564,0
62131,641,25406,0
113867,681,62195,0
53070,592,13439,0
40916,838,20853,1
68020,742,17715,1
38127,669,18662,0
37567,569,10477,0
50253,623,17161,0
35874,553,8431,0
78988,734,7792,1
86394,735,50288,0
55486,506,17139,0
37962,504,6516,0
63474,536,30236,0
68408,466,21883,0
64998,501,19028,0
83127,727,36395,0
220313,709,116082,1
250000,700,30919,1
114212,746,11198,1
67333,801,24285,1
80141,713,14338,0
53720,743,7010,1
30217,664,4164,0
61440,676,12026,0
67146,657,19944,0
93975,532,13471,1
58592,682,27012,0
44204,714,19755,0
31244,593,11050,0
40719,745,10944,0
51971,600,14963,0
67632,613,16803,0
52760,805,7803,1
55210,640,31563,0
80401,694,12800,1
51222,807,9295,1
93718,782,52695,0
61702,645,33518,0
85751,662,46463,0
51371,588,7161,0
62921,691,32908,0
77900,642,23146,0
79304,746,9511,1
23897,591,7019,1
34531,660,4806,0
34685,658,12436,0
51384,726,10102,0
97659,696,53181,0
65086,704,24831,0
54736,639,20008,0
58932,745,27503,0
72143,545,5944,0
99233,663,22969,0
119719,594,55636,0
74150,675,19950,0
98598,814,22846,1
62401,588,13303,0
161788,629,66137,1
29198,502,4039,0
70279,739,37108,1
84603,579,11409,0
42186,523,4249,0
88240,742,26941,0
38295,535,10387,0
99345,793,26099,1
41262,562,16640,0
39486,792,7828,1
61854,850,6457,1
230189,769,45035,1
129704,638,49977,0
64528,582,34412,0
53276,613,29751,0
205474,705,35827,1
84471,703,17624,0
62140,622,25066,0
30897,721,8365,0
32928,742,11714,0
36608,609,11573,0
39198,792,12076,1
72511,733,26090,0
45320,559,3899,0
160044,667,60519,0
53498,659,18387,0
47490,648,16094,0
72954,688,24073,0
39024,712,10892,0
70561,680,36891,0
50581,808,14518,1
35228,638,11244,1
93055,633,41983,0
73317,626,17960,0
113756,642,10889,1
35340,716,4509,1
37669,628,15562,0
28846,625,16404,0
43253,674,5053,0
57974,646,32578,0
58020,606,12124,0
42311,666,6959,0
64582,647,21175,0
39265,737,14309,0
41818,590,16103,0
37808,565,5051,0
56196,741,21368,1
65549,549,35521,0
47178,694,4590,1
78492,535,12396,0
52786,767,32103,0
54969,441,27468,0
84940,654,35859,0
93660,621,25671,1
180697,696,74934,1
84842,593,28871,0
79056,756,35609,0
42326,560,13796,0
35193,811,20553,0
51925,653,8938,0
196876,602,105667,0
125261,542,55853,0
63506,787,11554,1
106214,722,16987,1
60160,662,31504,0
76468,682,37448,1
83904,625,31044,0
90379,846,40856,0
67725,495,30972,0
57498,571,28018,0
58858,634,24812,0
67931,629,39486,0
70699,684,21813,0
104473,586,45526,0
77786,642,6701,1
120694,709,34152,1
85886,556,38433,0
53459,702,10080,1
80350,610,20082,0
132513,771,29467,1
53670,737,22955,0
109642,729,59026,0
98103,649,32673,0
120904,650,19454,1
56201,684,29267,0
31100,663,6170,0
62039,685,20126,0
91170,664,28424,0
36913,727,3941,0
59316,640,18771,0
65579,608,22158,0
59747,574,19522,0
51103,606,17596,0
61532,712,21628,0
144481,500,28374,0
72427,709,10804,0
43562,714,5377,1
55653,739,33596,0
87227,676,44767,0
106647,707,53699,0
79176,592,28451,0
50893,682,28147,0
43078,754,5372,1
118779,555,31161,0
39111,628,11724,0
70472,659,18479,0
109790,723,42438,1
138174,602,16437,0
66879,547,18874,0
121611,549,39936,0
94216,790,30706,0
35808,728,12029,1
71897,807,25321,1
86648,652,14162,0
61548,551,25467,0
49794,588,14640,0
94049,594,19904,0
79953,587,39310,0
49918,660,26104,0
49123,653,19675,0
62206,713,15492,0
60475,673,24330,0
83727,630,39963,0
66148,596,9392,0
52730,644,30089,0
28838,684,13839,0
63519,655,13247,0
48186,547,9611,0
99682,675,38065,0
59822,568,24705,0
77668,753,14165,0
69431,569,11910,0
69449,516,29633,1
51880,580,20063,0
65623,653,7647,1
27078,665,8103,0
58824,693,9304,0
47455,675,6451,0
63266,566,20595,0
42091,730,9038,1
75541,669,37707,0
50055,651,17925,0
79327,669,38546,0
89163,688,44647,0
81648,686,40460,0
92631,752,16282,1
20000,704,10896,0
48832,727,10983,1
82272,656,10215,0
98063,675,48552,0
72963,722,39091,0
101288,667,12422,1
56732,685,25440,0
60311,732,5825,1
56106,560,6521,0
37741,599,14479,0
140767,798,71792,1
59243,595,6900,0
71094,763,7492,0
60703,620,24661,0
77476,662,38255,0
90111,591,29199,0
77796,672,18860,0
52881,638,24919,0
72238,720,33616,0
62484,631,23940,0
78806,789,22666,0
67578,785,33908,1
214664,585,74365,1
40391,652,20024,1
41382,680,12029,0
68455,616,17394,1
103501,624,25384,1
91478,610,16443,0
141682,515,65892,0
41530,596,5119,0
63007,630,28666,0
92538,651,33688,0
90634,588,17558,0
57672,507,15234,0
71445,691,38694,0
55513,688,23690,1
58760,766,31826,0
63781,519,30035,0
77451,621,8447,0
112843,697,26208,1
41329,533,3837,0
56043,647,7411,1
67846,642,38651,0
48878,721,20631,0
101281,625,56384,0
109878,532,11791,0
35135,591,12270,0
60378,733,24404,0
59927,670,8082,1
47789,592,18789,0
112933,597,50388,0
132096,727,66494,1
90476,634,21036,1
143742,721,66530,0
56825,621,14792,0
170990,745,104754,0
52240,728,29971,0
62099,637,13186,0
79058,704,9334,1
47209,629,10985,1
101533,616,11509,0
43437,664,11170,0
33157,697,10659,1
70676,764,9110,1
75736,653,30000,0
70805,850,28909,1
72642,721,30101,0
34765,549,13544,0
61391,700,35464,0
48629,529,25322,0
42843,622,22711,0
96652,686,58180,0
39395,748,22159,0
46127,660,12038,0
91581,504,20773,0
68624,623,34150,0
81883,721,30086,0
184720,537,91406,0
60837,761,12920,1
71928,660,6886,0
79216,616,33610,1
89635,674,8598,1
64422,552,35135,0
102746,676,58199,0
125780,687,31083,1
100467,647,36533,0
24868,567,6471,0
80085,558,24128,0
45328,667,8972,0
127854,768,14699,1
72768,639,21114,0
101492,631,43280,0
33254,503,4905,0
65575,633,28323,1
77872,775,33632,0
63540,594,26354,0
28981,537,5252,0
44974,694,20614,0
81386,676,48709,0
61412,675,22275,0
133956,627,75569,0
95909,706,23758,0
38856,552,10605,0
72403,629,25799,0
97895,628,22818,0
60231,643,32064,0
66573,571,34144,0
94543,488,36244,0
38852,663,7411,0
67958,674,34006,0
30802,616,5481,0
106609,566,18980,0
36532,646,19630,0
83851,645,11893,1
49084,545,8535,0
44578,591,8105,0
107334,684,36304,0
71984,621,19047,0
75582,615,7627,1
41403,564,11456,0
48812,723,17750,0
38407,606,14485,1
88227,712,9247,1
56641,679,9988,0
39130,669,9959,0
27002,757,3302,1
41771,682,12788,0
71527,641,33869,0
82108,695,25879,0
98353,640,50774,1
40387,714,6964,0
97080,536,32983,1
71515,681,32092,1
79129,657,11953,0
52079,704,19369,0
61113,777,36343,0
38589,667,11521,0
83081,647,20992,1
41317,665,11138,0
37146,632,13322,0
118992,701,25762,0
100955,627,12844,0
51866,565,16542,0
75938,660,17207,0
52063,820,19744,0
60755,621,31501,0
34664,671,5321,1
36033,649,18473,0
62893,552,22636,0
37528,561,4994,1
31168,662,7311,0
48313,693,19868,0
127123,771,33594,0
34349,657,17797,0
156779,738,74488,0
73382,652,9271,1
54209,579,12073,0
56792,663,15440,0
66379,667,6118,0
64092,673,5680,1
68209,709,7866,1
151868,633,83249,0
75066,532,21496,0
86121,829,22195,1
84430,676,16561,0
53285,667,26113,0
92966,697,16904,1
78762,771,20451,0
58824,608,25914,0
67943,509,21588,1
28081,724,16374,0
52847,848,28947,1
134913,679,63145,0
135286,617,57381,0
20406,587,7694,0
120551,777,33519,1
53915,750,32002,0
61936,688,27180,1
88653,658,29348,0
63957,736,25426,0
49906,707,20074,0
61195,632,19592,0
73401,568,24938,0
67322,501,23461,0
53524,616,11628,0
57938,584,32569,0
118068,572,41732,1
80988,660,8559,0
82950,599,17465,0
61264,528,15258,0
90984,627,22816,0
83946,664,19096,1
55678,572,29498,0
32599,583,5343,0
95270,493,33956,0
132031,744,57414,0
64019,637,8857,0
77014,581,36230,0
120552,786,72288,0
60372,605,27949,0
84924,779,10936,1
49673,636,22478,0
57938,656,21456,0
67299,703,38801,0
84773,609,24670,1
47382,555,22078,0
64306,621,13996,0
50055,719,19265,0
62922,740,34021,0
135064,589,70026,0
47252,755,14415,0
60892,667,34037,0
92986,665,46181,1
42283,586,17749,0
58709,712,10580,1
93492,560,43484,0
101960,685,17049,1
26930,596,8122,0
36059,698,13179,1
168793,671,56613,1
42859,674,17637,0
33297,604,4861,0
73466,554,21161,0
88469,709,31409,0
167420,749,45565,0
51957,462,18615,0
47305,504,21269,0
49973,619,6303,0
36432,691,7810,0
96479,511,19791,1
98706,542,49135,0
30250,759,13669,0
35004,673,14079,0
73677,662,29721,0
48830,666,12387,0
48045,729,11236,1
100975,628,9400,0
80984,597,20767,0
144680,657,37538,1
112250,804,57675,1
34199,680,18669,0
90267,622,23112,0
99818,576,24795,0
68051,651,39632,0
40504,643,15223,0
135432,678,36354,1
36090,670,18883,0
71708,560,30673,0
45395,686,5643,0
59883,758,26140,0
79140,654,36054,0
87512,544,24385,0
81138,494,40182,0
65594,682,20968,0
108023,689,36546,0
75077,658,16061,0
69657,590,25444,0
48763,664,7914,0
37088,653,12251,0
103970,685,9130,1
27054,497,3004,0
89116,523,12278,0
50816,646,5097,0
49885,677,13080,0
67501,586,30165,1
51302,504,7762,0
64586,639,28519,0
140481,497,12520,0
73947,722,14869,0
25324,700,5552,1
40256,657,12726,0
64220,624,22374,0
33332,592,12834,0
66763,649,9249,1
38747,585,19536,0
45698,703,14847,0
121928,668,49620,0
46368,600,20374,0
63649,825,35017,0
97071,750,41270,0
134093,508,30009,0
54244,614,11637,0
23884,711,12713,1
62665,767,20843,1
98932,695,13293,1
67248,525,8611,0
48902,682,6531,0
43146,567,8177,0
133883,786,84564,1
120817,627,36017,0
65153,634,18482,0
104430,598,33368,1
59865,502,31243,0
60491,586,18244,1
62620,589,24800,0
36236,697,7614,0
102814,606,32149,0
54411,629,16647,0
75427,609,36416,0
97596,538,25644,0
103400,708,48248,0
47146,661,5550,0
73445,571,27925,0
104840,549,19514,0
81545,582,30034,1
27157,654,11153,0
44425,684,21662,0
121562,608,44814,0
25969,584,10892,0
132780,646,34834,1
66514,693,12898,1
61623,781,39057,0
57721,658,13292,1
98910,481,39218,0
64351,726,22718,1
73723,660,26116,0
66167,629,24837,0
60381,545,25115,0
53365,668,16541,0
39256,579,5704,0
56634,644,7810,0
94960,707,53963,0
55946,658,28766,0
31321,587,3599,0
62475,634,22576,0
72793,611,28552,0
75536,694,19646,0
35552,611,8451,0
53147,631,16594,1
67389,617,17334,0
55998,771,21393,1
56561,614,7761,0
94070,696,13321,0
73604,686,10235,0
62623,578,7547,1
90319,562,17502,0
66396,767,30229,1
63555,638,19492,0
41470,501,6954,0
78972,453,23126,0
106037,702,11845,1
123433,732,60956,1
79307,592,38287,0
228553,682,81594,0
54898,459,17784,0
71985,764,11250,1
67684,650,17144,1
69350,649,19831,0
63761,627,10299,0
90059,507,24696,0
99608,628,55264,0
43184,569,10749,0
29455,575,14312,0
72619,619,35640,0
80337,587,15905,0
84108,762,32997,0
81799,614,19939,0
